"Title"	"Year"	"Genres"	"Language"	"Country"	"Content Rating"	"Duration"	"Aspect Ratio"	"Budget"	"Gross Earnings"	"Director"	"Actor 1"	"Actor 2"	"Actor 3"	"Facebook Likes - Director"	"Facebook Likes - Actor 1"	"Facebook Likes - Actor 2"	"Facebook Likes - Actor 3"	"Facebook Likes - cast Total"	"Facebook likes - Movie"	"Facenumber in posters"	"User Votes"	"Reviews by Users"	"Reviews by Crtiics"	"IMDB Score"
"The Peanuts Movie "	2015	"Adventure|Animation|Comedy|Family"	"English"	"USA"	"G"	88	1.85	9.9e+07	130174897	"Steve Martino"	"Francesca Capaldi"	"Venus Schultheis"	"Bill Melendez"	20	144	42	36	309	33000	0	27918	155	208	7.2
"The Revenant "	2015	"Adventure|Drama|Thriller|Western"	"English"	"USA"	"R"	156	2.35	1.35e+08	183635922	"Alejandro G. Iñárritu"	"Leonardo DiCaprio"	"Tom Hardy"	"Lukas Haas"	0	29000	27000	733	57108	190000	0	406020	1188	556	8.1
"The Ridiculous 6 "	2015	"Comedy|Western"	"English"	"USA"	"TV-14"	119	2.35	NA	NA	"Frank Coraci"	"Taylor Lautner"	"Adam Sandler"	"Jon Lovitz"	153	12000	11000	11000	36167	0	4	27019	143	53	4.9
"The Rise of the Krays "	2015	"Crime|Drama"	"English"	"UK"	"R"	110	NA	2500000	NA	"Zackary Adler"	"Simon Merrells"	"Kevin Leslie"	"Kris Sommerville"	0	490	159	109	881	0	0	1510	26	10	5
"The Scorch Trials "	2015	"Action|Sci-Fi|Thriller"	"English"	"USA"	"PG-13"	132	2.35	6.1e+07	81687587	"Wes Ball"	"Ki Hong Lee"	"Lili Taylor"	"Rosa Salazar"	47	988	960	240	2517	24000	0	138246	360	249	6.4
"The Second Best Exotic Marigold Hotel "	2015	"Comedy|Drama"	"English"	"UK"	"PG"	122	2.35	1e+07	33071558	"John Madden"	"Tina Desai"	"Celia Imrie"	"Ronald Pickup"	108	220	186	111	583	21000	6	22369	100	158	6.6
"The Second Mother "	2015	"Comedy|Drama"	"Portuguese"	"Brazil"	"R"	112	2.35	4e+06	375723	"Anna Muylaert"	"Alex Huszar"	"Regina Casé"	"Luis Miranda"	9	61	9	4	76	0	1	7025	26	111	7.9
"The SpongeBob Movie: Sponge Out of Water "	2015	"Adventure|Animation|Comedy|Family|Fantasy"	"English"	"USA"	"PG"	92	1.85	7.4e+07	162495848	"Paul Tibbitt"	"Tim Conway"	"Billy West"	"Eddie Deezen"	5	870	861	726	5217	16000	0	34359	133	147	6
"The Timber "	2015	"Adventure|Drama|Western"	"English"	"USA"	NA	81	2.35	2100000	NA	"Anthony O'Brien"	"James Ransone"	"Maria Doyle Kennedy"	"Shaun O'Hagan"	7	412	308	106	1020	380	1	1274	17	19	5.5
"The Transporter Refueled "	2015	"Action|Crime|Thriller"	"English"	"France"	"PG-13"	96	2.35	2.5e+07	16027866	"Camille Delamarre"	"Ed Skrein"	"Noémie Lenoir"	"Radivoje Bukvic"	11	805	173	150	1411	0	0	26767	121	148	5.1
"The Vatican Tapes "	2015	"Horror|Thriller"	"English"	"USA"	"PG-13"	91	1.85	8495000	1712111	"Mark Neveldine"	"Djimon Hounsou"	"Alison Lohman"	"Dougray Scott"	83	3000	1000	794	7875	0	0	7199	53	93	4.5
"The Visit "	2015	"Horror|Thriller"	"English"	"USA"	"PG-13"	94	1.85	5e+06	65069140	"M. Night Shyamalan"	"Ocean James"	"Patch Darragh"	"Olivia DeJonge"	0	432	309	99	1010	27000	NA	65299	455	371	6.2
"The Walk "	2015	"Adventure|Biography|Drama|Thriller"	"English"	"USA"	"PG"	123	2.35	3.5e+07	10137502	"Robert Zemeckis"	"Joseph Gordon-Levitt"	"Soleyman Pierini"	"Jade Kindar-Martin"	0	23000	22	6	23031	24000	0	77394	195	335	7.4
"The Walking Deceased "	2015	"Comedy|Horror"	"English"	"USA"	"R"	88	NA	1250000	NA	"Scott Dow"	"Trenton Rostedt"	"Wray Crawford"	"Dave Sheridan"	6	680	418	233	1425	0	0	2348	25	23	3.4
"The Wicked Within "	2015	"Horror"	"English"	"USA"	"R"	84	NA	1200000	NA	"Jay Alaimo"	"William McNamara"	"Sabrina Carmichael"	"Patrick Muldoon"	2	10000	500	475	11257	479	0	742	7	9	4.6
"The Witch "	2015	"Horror|Mystery"	"English"	"USA"	"R"	92	1.66	3500000	25138292	"Robert Eggers"	"Julian Richings"	"Kate Dickie"	"Ralph Ineson"	22	648	191	159	1122	43000	0	66483	452	425	6.8
"The World Is Mine "	2015	"Drama"	"Romanian"	"Romania"	NA	104	NA	168000	NA	"Nicolae Constantin Tanase"	"Iulia Ciochina"	"Ana Maria Guran"	"Ana Vatamanu"	0	0	0	0	0	34	1	354	1	5	6.5
"They Will Have to Kill Us First "	2015	"Documentary"	"French"	"UK"	NA	105	NA	4e+05	NA	"Johanna Schwartz"	"Aliou Touré"	"Garba Touré"	"Khaira Arby"	0	0	0	0	0	34	3	74	2	22	7.7
"Time to Choose "	2015	"Documentary"	"English"	"USA"	NA	100	NA	3500000	29233	"Charles Ferguson"	"Jane Goodall"	"Jerry Brown"	"Peter Agnefjall"	117	21	3	0	24	121	0	75	2	6	7
"To Be Frank, Sinatra at 100 "	2015	"Documentary"	"English"	"UK"	NA	81	NA	2e+06	NA	"Simon Napier-Bell"	"Alice Cooper"	"Tim Rice"	"Louis Walsh"	0	674	27	8	712	0	0	7	NA	NA	7.4
"Tomorrowland "	2015	"Action|Adventure|Family|Mystery|Sci-Fi"	"English"	"USA"	"PG"	130	2.2	1.9e+08	93417865	"Brad Bird"	"Judy Greer"	"Chris Bauer"	"Thomas Robinson"	663	2000	638	604	5046	37000	2	128306	497	443	6.5
"Top Cat Begins "	2015	"Animation|Family"	"Spanish"	"Mexico"	"PG"	89	NA	8e+06	NA	"Andrés Couturier"	"Sariann Monaco"	"David Hoffman"	"Ben Diskin"	0	163	94	20	370	138	0	230	1	3	4.4
"Trainwreck "	2015	"Comedy|Romance"	"English"	"Japan"	"R"	129	2.35	3.5e+07	110008260	"Judd Apatow"	"Amy Schumer"	"Randall Park"	"Josh Segarra"	0	492	392	213	1450	25000	1	94241	309	332	6.3
"Unfinished Business "	2015	"Comedy"	"English"	"USA"	"R"	91	2.35	3.5e+07	10214013	"Ken Scott"	"Tom Wilkinson"	"June Diane Raphael"	"Melissa McMeekin"	31	1000	249	141	1564	0	2	23072	89	90	5.4
"Unnatural "	2015	"Action|Horror|Thriller"	"English"	"USA"	"R"	89	2.35	3e+06	NA	"Hank Braxtan"	"Q'orianka Kilcher"	"Gregory Cruz"	"Allegra Carpenter"	6	679	234	29	964	369	0	859	17	14	4
"Vaalu "	2015	"Comedy|Romance"	"Tamil"	"India"	NA	155	NA	1.5e+08	NA	"Vijay Chandar"	"Hansika Motwani"	"T.R. Silambarasan"	"Brahmanandam"	0	141	77	61	349	82	2	563	6	3	5.1
"Vacation "	2015	"Adventure|Comedy"	"English"	"USA"	"R"	99	2.35	3.1e+07	58879132	"John Francis Daley"	"Chris Hemsworth"	"Norman Reedus"	"Beverly D'Angelo"	0	26000	12000	816	40312	28000	4	66123	219	204	6.1
"Victor Frankenstein "	2015	"Drama|Horror|Sci-Fi|Thriller"	"English"	"USA"	"PG-13"	110	2.35	4e+07	5773519	"Paul McGuigan"	"Daniel Radcliffe"	"Spencer Wilding"	"Daniel Mays"	118	11000	1000	287	12876	11000	2	28618	91	159	6
"Victor Frankenstein "	2015	"Drama|Horror|Sci-Fi|Thriller"	"English"	"USA"	"PG-13"	110	2.35	4e+07	5773519	"Paul McGuigan"	"Daniel Radcliffe"	"Spencer Wilding"	"Daniel Mays"	118	11000	1000	287	12876	11000	2	28618	91	159	6
"Victor Frankenstein "	2015	"Drama|Horror|Sci-Fi|Thriller"	"English"	"USA"	"PG-13"	110	2.35	4e+07	5773519	"Paul McGuigan"	"Daniel Radcliffe"	"Spencer Wilding"	"Daniel Mays"	118	11000	1000	287	12876	11000	2	28621	91	159	6
"Walter "	2015	"Comedy|Drama"	"English"	"USA"	NA	94	NA	7e+05	NA	"Anna Mastro"	"Leven Rambin"	"Justin Kirk"	"Virginia Madsen"	7	956	945	912	4767	0	2	1432	19	10	5.3
"We Are Your Friends "	2015	"Drama|Music|Romance"	"English"	"UK"	"R"	96	1.85	2e+06	3590010	"Max Joseph"	"Vanessa Lengies"	"Emily Ratajkowski"	"Jonny Weston"	31	804	625	328	3013	0	0	20885	60	158	6.1
"Western Religion "	2015	"Adventure|Drama|Fantasy|Thriller|Western"	"English"	"USA"	NA	105	NA	250000	NA	"James O'Brien"	"Mark Fantasia"	"Vivian Lamolli"	"Greg Jackson"	7	814	755	494	2970	244	0	146	4	5	4
"Wild Card "	2015	"Action|Crime|Drama|Thriller"	"English"	"USA"	"R"	92	2.35	3e+07	NA	"Simon West"	"Jason Statham"	"Michael Angarano"	"Jason Alexander"	165	26000	947	700	29773	0	0	36487	114	130	5.6
"Wind Walkers "	2015	"Action|Horror|Thriller"	"English"	"USA"	"R"	93	NA	2e+06	NA	"Russell Friedenberg"	"Rudy Youngblood"	"Glen Powell"	"Kiowa Gordon"	9	708	571	485	2870	135	NA	133	2	27	3.6
"Windsor Drive "	2015	"Mystery|Thriller"	"English"	"USA"	NA	90	NA	1e+05	NA	"Natalie Bible'"	"Tommy O'Reilly"	"Samaire Armstrong"	"Matt Cohen"	8	1000	806	487	3336	312	1	169	6	7	3.2
"Woman in Gold "	2015	"Biography|Drama|History"	"English"	"UK"	"PG-13"	109	2.35	1.1e+07	33305037	"Simon Curtis"	"Ryan Reynolds"	"Frances Fisher"	"Elizabeth McGovern"	64	16000	638	553	17866	34000	2	33856	147	203	7.3
"Zipper "	2015	"Drama|Thriller"	"English"	"USA"	"R"	103	2.35	4500000	NA	"Mora Stephens"	"Ray Winstone"	"Alexandra Breckenridge"	"Elena Satine"	5	1000	1000	842	3408	987	0	4091	20	35	5.7
"10 Cloverfield Lane "	2016	"Drama|Horror|Mystery|Sci-Fi|Thriller"	"English"	"USA"	"PG-13"	104	2.35	1.5e+07	71897215	"Dan Trachtenberg"	"Bradley Cooper"	"John Gallagher Jr."	"Sumalee Montano"	16	14000	338	82	14504	33000	0	126893	440	411	7.3
"13 Hours "	2016	"Action|Drama|Thriller|War"	"English"	"USA"	"R"	144	2.35	5e+07	52822418	"Michael Bay"	"Toby Stephens"	"James Badge Dale"	"David Costabile"	0	769	726	681	3580	44000	0	47764	219	204	7.4
"A Beginner's Guide to Snuff "	2016	"Comedy|Horror|Thriller"	"English"	"USA"	NA	87	NA	NA	NA	"Mitchell Altieri"	"Kimberley Crossman"	"Luke Edwards"	"Bree Williamson"	9	467	258	165	1270	8	0	13	NA	NA	8.7
"Airlift "	2016	"Action|Drama|History|Thriller|War"	"Hindi"	"India"	NA	130	2.35	4400000	NA	"Raja Menon"	"Nimrat Kaur"	"Sameer Ali Khan"	"Purab Kohli"	6	85	26	12	151	10000	1	30977	178	39	8.5
"Alice Through the Looking Glass "	2016	"Adventure|Family|Fantasy"	"English"	"USA"	"PG"	113	1.85	1.7e+08	76846624	"James Bobin"	"Johnny Depp"	"Alan Rickman"	"Anne Hathaway"	33	40000	25000	11000	80806	30000	1	21352	131	218	6.4
"Allegiant "	2016	"Action|Adventure|Mystery|Sci-Fi|Thriller"	"English"	"USA"	"PG-13"	120	2.35	1.1e+08	66002193	"Robert Schwentke"	"Naomi Watts"	"Theo James"	"Zoë Kravitz"	124	6000	5000	943	12452	12000	3	44296	144	181	5.8
"Alleluia! The Devil's Carnival "	2016	"Horror|Musical"	"English"	"USA"	NA	97	1.78	5e+05	NA	"Darren Lynn Bousman"	"Paul Sorvino"	"Barry Bostwick"	"Terrance Zdunich"	163	636	456	303	2438	707	5	259	20	10	7.4
"Antibirth "	2016	"Horror"	"English"	"USA"	NA	94	NA	3500000	NA	"Danny Perez"	"Natasha Lyonne"	"Emmanuel Kabongo"	"Mark Webber"	0	1000	677	442	2406	89	1	63	2	10	6.3
"Bad Moms "	2016	"Comedy"	"English"	"USA"	"R"	100	NA	2e+07	55461307	"Jon Lucas"	"Mila Kunis"	"Jay Hernandez"	"Jada Pinkett Smith"	24	15000	1000	851	18786	18000	9	4654	46	81	6.7
"Bad Moms "	2016	"Comedy"	"English"	"USA"	"R"	100	NA	2e+07	55461307	"Jon Lucas"	"Mila Kunis"	"Jay Hernandez"	"Jada Pinkett Smith"	24	15000	1000	851	18786	18000	9	4654	46	81	6.7
"Batman v Superman: Dawn of Justice "	2016	"Action|Adventure|Sci-Fi"	"English"	"USA"	"PG-13"	183	2.35	2.5e+08	330249062	"Zack Snyder"	"Henry Cavill"	"Lauren Cohan"	"Alan D. Purwin"	0	15000	4000	2000	24450	197000	0	371639	3018	673	6.9
"Ben-Hur "	2016	"Adventure|Drama|History"	"English"	"USA"	"PG-13"	141	2.35	NA	NA	"Timur Bekmambetov"	"Morgan Freeman"	"Ayelet Zurer"	"Moises Arias"	335	11000	745	635	13379	0	2	57	1	1	6.1
"Ben-Hur "	2016	"Adventure|Drama|History"	"English"	"USA"	"PG-13"	141	2.35	1e+08	NA	"Timur Bekmambetov"	"Morgan Freeman"	"Ayelet Zurer"	"Moises Arias"	335	11000	744	635	13390	0	2	62	1	1	6.1
"Ben-Hur "	2016	"Adventure|Drama|History"	"English"	"USA"	"PG-13"	141	2.35	1e+08	NA	"Timur Bekmambetov"	"Morgan Freeman"	"Ayelet Zurer"	"Moises Arias"	335	11000	744	635	13391	0	2	67	1	1	6
"Cabin Fever "	2016	"Horror"	"English"	"USA"	"Not Rated"	99	NA	NA	NA	"Travis Zariwny"	"Dustin Ingram"	"Gage Golightly"	"Samuel Davis"	4	427	253	114	992	2000	0	3313	40	68	3.7
"Captain America: Civil War "	2016	"Action|Adventure|Sci-Fi"	"English"	"USA"	"PG-13"	147	2.35	2.5e+08	407197282	"Anthony Russo"	"Robert Downey Jr."	"Scarlett Johansson"	"Chris Evans"	94	21000	19000	11000	64798	72000	0	272670	1022	516	8.2
"Central Intelligence "	2016	"Action|Comedy|Crime"	"English"	"USA"	"PG-13"	107	2.35	5e+07	126088877	"Rawson Marshall Thurber"	"Dwayne Johnson"	"Thomas Kretschmann"	"Megan Park"	43	12000	919	569	14569	10000	2	33354	110	177	6.6
"Code of Honor "	2016	"Action"	"English"	"USA"	"R"	106	NA	8e+06	NA	"Michael Winnick"	"Scott Takeda"	"Helena Mattsson"	"Craig Sheffer"	155	981	505	391	2741	689	0	662	14	15	4.2
"Compadres "	2016	"Action|Comedy"	"English"	"Mexico"	"R"	101	NA	3e+06	3105269	"Enrique Begne"	"Kevin Pollak"	"Héctor Jiménez"	"Erick Elias"	0	574	327	165	1335	174	2	368	8	5	5
"Criminal "	2016	"Action|Crime|Drama|Mystery|Sci-Fi|Thriller"	"English"	"UK"	"R"	113	2.35	31500000	14268533	"Ariel Vromen"	"Gary Oldman"	"Jordi Mollà"	"Doug Cockle"	34	10000	877	24	10910	0	2	17319	100	130	6.3
"Deadpool "	2016	"Action|Adventure|Comedy|Romance|Sci-Fi"	"English"	"USA"	"R"	108	2.35	5.8e+07	363024263	"Tim Miller"	"Ryan Reynolds"	"Ed Skrein"	"Stefan Kapicic"	84	16000	805	361	18239	117000	0	479047	1058	579	8.1
"Dirty Grandpa "	2016	"Comedy"	"English"	"USA"	"R"	109	2.35	11500000	35537564	"Dan Mazer"	"Robert De Niro"	"Zoey Deutch"	"Jason Mantzoukas"	11	22000	851	411	24063	11000	1	49671	166	158	6
"Eddie the Eagle "	2016	"Biography|Comedy|Drama|Sport"	"English"	"UK"	"PG-13"	106	2.35	2.3e+07	15785632	"Dexter Fletcher"	"Hugh Jackman"	"Taron Egerton"	"Tim McInnerny"	452	20000	732	141	21195	15000	3	32507	119	216	7.5
"Eddie the Eagle "	2016	"Biography|Comedy|Drama|Sport"	"English"	"UK"	"PG-13"	106	2.35	2.3e+07	15785632	"Dexter Fletcher"	"Hugh Jackman"	"Taron Egerton"	"Tim McInnerny"	452	20000	732	141	21195	15000	3	32513	119	216	7.5
"Fifty Shades of Black "	2016	"Comedy"	"English"	"USA"	"R"	92	NA	5e+06	11675178	"Michael Tiddes"	"Fred Willard"	"Mike Epps"	"Russell Peters"	89	729	706	355	2848	11000	4	9509	53	59	3.5
"Fight to the Finish "	2016	"Action|Romance|Sport"	"English"	"USA"	"PG-13"	94	NA	150000	NA	"Warren Sheppard"	"Jennifer Hale"	"Randy Jay Burrell"	"Vincent De Paul"	0	918	402	212	2091	381	0	60	2	3	4
"Fight Valley "	2016	"Action|Drama"	"English"	"USA"	NA	90	NA	2.7e+07	NA	"Rob Hawk"	"Kari J. Kramer"	"Erin O'Brien"	"Cabrina Collesides"	97	731	634	319	2374	1000	4	60	6	6	5
"Florence Foster Jenkins "	2016	"Biography|Comedy|Drama|Music|Romance"	"English"	"UK"	"PG-13"	110	2.35	2.9e+07	NA	"Stephen Frears"	"Meryl Streep"	"Nina Arianda"	"John Sessions"	350	11000	183	83	11534	0	3	2167	32	87	7.1
"Free State of Jones "	2016	"Action|Biography|Drama|History|War"	"English"	"USA"	"R"	139	1.85	5e+07	20389967	"Gary Ross"	"Matthew McConaughey"	"Donald Watkins"	"Jessica Collins"	378	11000	552	303	12786	10000	1	3077	47	79	6.7
"Ghostbusters "	2016	"Action|Comedy|Fantasy|Sci-Fi"	"English"	"USA"	"PG-13"	116	2.35	1.44e+08	118099659	"Paul Feig"	"Ed Begley Jr."	"Kate McKinnon"	"Zach Woods"	176	783	370	322	2097	62000	4	69757	1211	464	5.5
"Ghostbusters "	2016	"Action|Comedy|Fantasy|Sci-Fi"	"English"	"USA"	"PG-13"	116	2.35	1.44e+08	118099659	"Paul Feig"	"Ed Begley Jr."	"Kate McKinnon"	"Zach Woods"	176	783	370	322	2097	62000	4	69790	1211	464	5.5
"God's Not Dead 2 "	2016	"Drama"	"English"	"USA"	"PG"	120	2.35	5e+06	20773070	"Harold Cronk"	"Benjamin A. Onyango"	"Robin Givens"	"Maria Canals-Barrera"	18	634	420	295	1810	0	11	4501	102	29	3.4
"Gods of Egypt "	2016	"Action|Adventure|Fantasy"	"English"	"USA"	"PG-13"	126	2.35	1.4e+08	31141074	"Alex Proyas"	"Gerard Butler"	"Elodie Yung"	"Bryan Brown"	295	18000	934	284	19769	24000	4	51892	273	184	5.5
"Godzilla Resurgence "	2016	"Action|Adventure|Drama|Horror|Sci-Fi"	"Japanese"	"Japan"	NA	120	2.35	NA	NA	"Hideaki Anno"	"Mark Chinnery"	"Shin'ya Tsukamoto"	"Atsuko Maeda"	28	544	106	12	699	0	0	374	13	1	8.2
"Godzilla Resurgence "	2016	"Action|Adventure|Drama|Horror|Sci-Fi"	"Japanese"	"Japan"	NA	120	2.35	NA	NA	"Hideaki Anno"	"Mark Chinnery"	"Shin'ya Tsukamoto"	"Atsuko Maeda"	28	544	106	12	699	0	0	374	13	1	8.2
"Hail, Caesar! "	2016	"Comedy|Mystery"	"English"	"UK"	"PG-13"	106	1.85	2.2e+07	29997095	"Ethan Coen"	"Scarlett Johansson"	"Channing Tatum"	"Alden Ehrenreich"	1000	19000	17000	1000	38494	23000	5	60926	302	423	6.4
"Hands of Stone "	2016	"Action|Biography|Drama|Sport"	"English"	"Panama"	"R"	105	NA	2e+07	NA	"Jonathan Jakubowicz"	"Robert De Niro"	"Jurnee Smollett-Bell"	"Edgar Ramírez"	23	22000	2000	897	27425	0	0	178	1	NA	7.2
"How to Be Single "	2016	"Comedy|Romance"	"English"	"USA"	"R"	110	2.35	3.8e+07	46813366	"Christian Ditter"	"Alison Brie"	"Damon Wayans Jr."	"Nicholas Braun"	11	2000	756	591	4882	15000	4	39440	83	148	6.1
"I Am Wrath "	2016	"Action|Crime|Drama|Thriller"	"English"	"USA"	"R"	92	NA	1.8e+07	NA	"Chuck Russell"	"Sam Trammell"	"Rebecca De Mornay"	"Amanda Schull"	55	1000	872	757	3212	0	1	4510	50	23	5.2
"Independence Day: Resurgence "	2016	"Action|Adventure|Sci-Fi"	"English"	"USA"	"PG-13"	120	2.35	1.65e+08	102315545	"Roland Emmerich"	"Vivica A. Fox"	"Sela Ward"	"Judd Hirsch"	776	890	812	535	3233	67000	0	58137	520	286	5.5
"Indignation "	2016	"Drama"	"Hebrew"	"USA"	"R"	110	2	NA	560512	"James Schamus"	"Logan Lerman"	"Sarah Gadon"	"Tracy Letts"	44	8000	691	85	8972	599	0	550	3	63	7.8
"Irreplaceable "	2016	"Comedy|Drama"	"French"	"France"	NA	102	NA	NA	NA	"Thomas Lilti"	"François Cluzet"	"Félix Moati"	"Marianne Denicourt"	12	541	8	2	553	36	2	389	1	18	7.2
"Jane Got a Gun "	2016	"Action|Drama|Western"	"English"	"USA"	"R"	98	2.35	2.5e+07	1512815	"Gavin O'Connor"	"Natalie Portman"	"Noah Emmerich"	"Boyd Holbrook"	149	20000	617	439	21414	0	0	8885	56	123	5.8
"Jason Bourne "	2016	"Action|Thriller"	"English"	"UK"	"PG-13"	123	2.35	1.2e+08	108521835	"Paul Greengrass"	"Matt Damon"	"Riz Ahmed"	"Ato Essandoh"	521	13000	365	265	13752	31000	0	40123	297	267	7.1
"Keanu "	2016	"Action|Comedy"	"English"	"USA"	"R"	100	2.35	1.5e+07	20566327	"Peter Atencio"	"Nia Long"	"Will Forte"	"Keegan-Michael Key"	10	826	622	415	2958	0	2	15385	84	129	6.4
"Kickboxer: Vengeance "	2016	"Action"	NA	"USA"	NA	90	NA	1.7e+07	NA	"John Stockwell"	"Matthew Ziff"	"T.J. Storm"	"Sam Medina"	134	260000	454	354	261818	0	5	246	1	2	9.1
"Kicks "	2016	"Adventure"	"English"	"USA"	"R"	80	NA	NA	NA	"Justin Tipping"	"Tina Gilton"	"Natalie Stephany Aguilar"	"Justin Hall"	2	861	163	102	1279	240	NA	59	6	6	7.8
"Kung Fu Panda 3 "	2016	"Action|Adventure|Animation|Comedy|Family"	"English"	"USA"	"PG"	95	2.35	1.45e+08	143523463	"Alessandro Carloni"	"J.K. Simmons"	"Angelina Jolie Pitt"	"Wayne Knight"	5	24000	11000	967	36095	24000	0	64322	145	210	7.2
"Lights Out "	2016	"Horror"	"English"	"USA"	"PG-13"	81	2.35	4900000	56536016	"David F. Sandberg"	"Billy Burke"	"Amiah Miller"	"Gabriel Bateman"	26	2000	509	300	3344	0	0	13523	95	159	6.9
"London Has Fallen "	2016	"Action|Crime|Drama|Thriller"	"English"	"UK"	"R"	99	2.35	6e+07	62401264	"Babak Najafi"	"Gerard Butler"	"Radha Mitchell"	"Julian Kostov"	24	18000	992	864	20276	28000	3	69484	323	225	5.9
"Me Before You "	2016	"Drama|Romance"	"English"	"UK"	"PG-13"	110	2.35	2e+07	56154094	"Thea Sharrock"	"Sam Claflin"	"Emilia Clarke"	"Brendan Coyle"	17	11000	10000	418	21852	51000	0	44723	130	151	7.6
"Midnight Special "	2016	"Adventure|Drama|Sci-Fi|Thriller"	"English"	"Greece"	"PG-13"	112	2.35	1.8e+07	3707794	"Jeff Nichols"	"Kirsten Dunst"	"Sam Shepard"	"Paul Sparks"	337	4000	820	201	5671	0	0	31359	156	263	6.7
"Miracles from Heaven "	2016	"Drama"	"English"	"USA"	"PG"	109	1.85	1.3e+07	61693523	"Patricia Riggen"	"Jennifer Garner"	"Brighton Sharbino"	"Martin Henderson"	36	3000	3000	579	7833	16000	0	6276	55	63	6.8
"Misconduct "	2016	"Drama|Thriller"	"English"	"USA"	"R"	106	2.35	1.1e+07	NA	"Shintaro Shimosawa"	"Al Pacino"	"Anthony Hopkins"	"Glen Powell"	29	14000	12000	571	27660	0	3	6935	50	38	5.3
"Money Monster "	2016	"Crime|Drama|Thriller"	"English"	"USA"	"R"	98	2.35	2.7e+07	41008532	"Jodie Foster"	"Julia Roberts"	"Jack O'Connell"	"Chris Bauer"	0	8000	698	638	10894	0	1	19611	103	268	6.7
"Mr. Church "	2016	"Drama"	"English"	"USA"	"PG-13"	104	2.35	8e+06	NA	"Bruce Beresford"	"Mckenna Grace"	"Lucy Fry"	"Natalie Coughlin"	78	502	206	189	1546	205	0	63	5	5	8
"My Big Fat Greek Wedding 2 "	2016	"Comedy|Family|Romance"	"English"	"USA"	"PG-13"	94	2.35	1.8e+07	59573085	"Kirk Jones"	"Nia Vardalos"	"Louis Mandylor"	"Joey Fatone"	52	567	312	261	2259	19000	10	13562	103	156	6.1
"Neighbors 2: Sorority Rising "	2016	"Comedy"	"English"	"USA"	"R"	92	2.35	3.5e+07	55291815	"Nicholas Stoller"	"Chloë Grace Moretz"	"Ike Barinholtz"	"Kiersey Clemons"	89	17000	329	190	17860	0	0	28041	111	177	6
"Nerve "	2016	"Adventure|Crime|Mystery|Sci-Fi|Thriller"	"English"	"USA"	"PG-13"	96	NA	2e+07	28876924	"Henry Joost"	"Samira Wiley"	"Marc John Jefferies"	"Emily Meade"	24	646	441	374	1780	0	0	4303	35	86	7.1
"Now You See Me 2 "	2016	"Action|Adventure|Comedy|Crime|Mystery|Thriller"	"English"	"USA"	"PG-13"	129	2.35	9e+07	64685359	"Jon M. Chu"	"Daniel Radcliffe"	"Morgan Freeman"	"Sanaa Lathan"	209	11000	11000	886	23031	15000	6	40862	139	196	6.9
"Operation Chromite "	2016	"Action|Drama|History|War"	"English"	"South Korea"	NA	115	NA	12620000	31662	"John H. Lee"	"Liam Neeson"	"Dean Dawson"	"Jung-jae Lee"	32	14000	81	29	14133	139	1	90	1	2	6.8
"Our Kind of Traitor "	2016	"Thriller"	"English"	"UK"	"R"	108	2.35	NA	3108216	"Susanna White"	"Radivoje Bukvic"	"Pawel Szajda"	"Grigoriy Dobrygin"	24	150	104	100	540	0	2	2587	21	134	6.4
"Pete's Dragon "	2016	"Adventure|Family|Fantasy"	"English"	"USA"	"PG"	102	2.35	6.5e+07	NA	"David Lowery"	"Bryce Dallas Howard"	"Oona Laurence"	"Isiah Whitlock Jr."	38	3000	424	190	3691	21000	0	408	6	78	7.3
"Pride and Prejudice and Zombies "	2016	"Action|Horror|Romance"	"English"	"USA"	"PG-13"	108	2.35	2.8e+07	10907291	"Burr Steers"	"Matt Smith"	"Bella Heathcote"	"Sam Riley"	23	2000	860	845	4710	73000	0	23775	134	225	5.8
"Race "	2016	"Biography|Drama|Sport"	"English"	"Canada"	"PG-13"	134	2.35	NA	19097994	"Stephen Hopkins"	"William Hurt"	"Tony Curran"	"David Kross"	81	882	845	388	2410	0	0	11744	49	125	7.1
"Restoration "	2016	"Horror"	"English"	"USA"	NA	92	NA	NA	NA	"Zack Ward"	"Zack Ward"	"Anna Harr"	"James Cullen Bressack"	662	662	290	161	1498	378	0	436	6	15	4
"Ride Along 2 "	2016	"Action|Comedy"	"English"	"USA"	"PG-13"	102	2.35	4e+07	90835030	"Tim Story"	"Olivia Munn"	"Nadine Velazquez"	"Bruce McGill"	167	2000	874	655	5178	0	0	28621	58	119	5.9
"Risen "	2016	"Action|Adventure|Drama|Mystery"	"English"	"USA"	"PG-13"	107	2.35	2e+07	36874745	"Kevin Reynolds"	"Peter Firth"	"Jan Cornet"	"María Botto"	58	141	76	47	389	21000	2	12276	117	122	6.3
"Rodeo Girl "	2016	"Family"	"English"	"USA"	"PG"	108	NA	5e+05	NA	"Joel Paul Reisig"	"Carrie Bradstreet"	"Joel Paul Reisig"	"Yassie Hawkes"	431	466	431	317	1628	0	2	62	4	1	5.7
"Sausage Party "	2016	"Adventure|Animation|Comedy|Fantasy"	"English"	"USA"	"R"	89	1.85	1.9e+07	NA	"Greg Tiernan"	"James Franco"	"Salma Hayek"	"Anders Holm"	5	11000	4000	365	15795	13000	0	3302	14	65	7.5
